Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
55381982,Beginner's Guide to Web Security,Gokulakrishnan Kalaikovan,"Kalaikovan, Gokulakrishnan",,"=""""","=""9781649705235""",5,5.00,Self Published,ebook,100,2020,,2020/10/14,2020/09/20,technical,technical (#67),read,,,,1,,,0,,,,,
36485213,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.16,Vintage Digital,Kindle Edition,320,2018,2018,2020/10/10,2020/06/13,"on-kindle, kindle-store","on-kindle (#209), kindle-store (#77)",read,,,,1,,,0,,,,,
52481311,யார் அறிவாரோ Yaar Arivaro,Mahabaleshwar Sail,"Sail, Mahabaleshwar",R. Tamil selvan,"=""""","=""""",4,3.50,Kalachuvadu Publications Pvt Ltd ,Paperback,111,2017,,2020/10/04,2020/09/29,"novel, thamizh, corona-isolation","novel (#12), thamizh (#72), corona-isolation (#1)",read,,,,1,,,0,,,,,
20622168,இலக்கற்ற பயணி [Ilakkatra Payani],S. Ramakrishnan,"Ramakrishnan, S.",,"=""""","=""9789381975350""",4,4.25,,,192,2013,2013,2020/09/27,2020/08/24,"own, thamizh, travel","own (#1), thamizh (#71), travel (#14)",read,,,,1,,,0,,,,,
19191163,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,"Ziglar, Zig",,"=""""","=""""",4,4.07,Thomas Nelson,Kindle Edition,120,2003,2003,2020/09/26,2020/09/22,kindle-store,kindle-store (#76),read,,,,1,,,0,,,,,
48841563,Hippie / ஹிப்பி,அய்யனார் விஸ்வநாத்,"விஸ்வநாத், அய்யனார்",Ayyanar Viswanath,"=""9388860136""","=""9789388860130""",5,3.95,Zero Degree Publishing (2019),Paperback,,,,2020/09/22,2020/09/21,"thamizh, novel, short-reads","thamizh (#70), novel (#11), short-reads (#163)",read,"I have travelled solo to some places in India which is frequented by foreigners. There is a place in Hampi called as Hippie island. There are such places in Goa, Gokarna, Varkala, Pondicherry and Tiruvanamalai too. I have interacted with couple of these folks who are traveling for a couple of years continuously. I always envied them and felt some day I will have that courage to do something like that.<br/><br/>This book takes you to one such trip. A camp inside the forest where everything is unlimited. And then there is reality too which you can't escape. A nice read. The book cover art is amazing. Even though the book started in a slower pace, it slowly picked pace and I finished it in a single sitting.",,,1,,Satheeshwaran,0,,,,,
23290805,The 7 Day Startup: You Don't Learn Until You Launch,Dan  Norris,"Norris, Dan",Rob Walling,"=""""","=""""",3,4.00,,Kindle Edition,131,2014,2014,2020/09/19,2020/09/16,"kindle-unlimited, startup","kindle-unlimited (#3), startup (#2)",read,,,,1,,,0,,,,,
28243335,சந்திரஹாசம் [Chandrahaasam],Su. Venkatesan,"Venkatesan, Su.",K. Balashanmugam,"=""""","=""9788184766806""",4,3.48,Vikatan Publishers,Hardcover,,2015,2015,2020/09/15,2020/09/14,"thamizh, avs-lending-library, short-reads","thamizh (#69), avs-lending-library (#5), short-reads (#162)",read,A good attempt at a Tamil graphic novel. Thanks to Vikatan. There is still a long way to go though. I assume the price of the book is so high that the readers are not happy for it. But it makes sense because the cost involved in creating such a book is also costly. Hopefully someone will come with innovative ways to create such great graphics with less cost.,,,1,,,0,,,,,
26256735,Kutrala Kurinji,Kove. Manisekaran,"Manisekaran, Kove.",,"=""""","=""""",1,3.40,,,356,2012,,2020/09/14,2020/08/30,"thamizh, avs-lending-library, sahitya-akademi, novel","thamizh (#68), avs-lending-library (#4), sahitya-akademi (#10), novel (#10)",read,I picked this book because of the Sahitya Akademy award. It was a musical novel speaking a lot about Music and I got reminded of this video.<br/><br/>https://www.youtube.com/watch?v=pPxBqdIgVYM<br/><br/>Too dramatic for me.,,,1,,,0,,,,,
26858558,Roads to Mussoorie,Ruskin Bond,"Bond, Ruskin",,"=""""","=""""",4,4.16,Rupa Publications India,Kindle Edition,125,2013,2010,2020/09/13,2020/09/12,"kindle-unlimited, short-reads","kindle-unlimited (#2), short-reads (#161)",read,Makes you want to go to Mussoorie.,,,1,,,0,,,,,
52715562,The Pragmatic Programmer: Your Journey to Mastery,David Thomas,"Thomas, David",Andrew Hunt,"=""""","=""""",4,4.32,Addison-Wesley Professional,Kindle Edition,352,2019,1999,2020/09/10,2018/03/29,"on-kindle, kindle-store, technical","on-kindle (#208), kindle-store (#75), technical (#66)",read,,,,1,,,0,,,,,
22713626,Konark,Nimmy Chacko,"Chacko, Nimmy","Reena Ittyerah Puri, Arijit Chowdhury","=""""","=""""",4,4.42,Amar Chitra Katha Pvt. Ltd.,Kindle Edition,31,2012,2012,,2019/03/15,"on-kindle, kindle-store, short-reads","on-kindle (#150), kindle-store (#23), short-reads (#138)",read,,,,1,,,0,,,,,
53950542,Mohini Theevu - Kalki - TTP: மோகினித் தீவு,Kalki,"Kalki, Kalki",Kalki,"=""""","=""""",4,4.12,,Kindle Edition,,2020,,2020/09/09,2020/09/09,"thamizh, on-kindle, kindle-unlimited","thamizh (#67), on-kindle (#207), kindle-unlimited (#1)",read,,,,1,,,0,,,,,
46004689,ஸ்ரீரங்கத்து தேவதைகள் / Srirangaththu Devadhaigal,Sujatha,"Sujatha, Sujatha",,"=""""","=""""",4,4.11,Kizhakku Pathippagam,Kindle Edition,138,2011,2004,2020/05/21,2020/05/19,"thamizh, on-kindle, kindle-store, corona-time, short-stories-collection","thamizh (#44), on-kindle (#188), kindle-store (#58), corona-time (#19), short-stories-collection (#4)",read,,,,1,,,0,,,,,
43454867,அறம் / Aram,Jeyamohan,"Jeyamohan, Jeyamohan",,"=""""","=""""",5,4.38,Kizhakku Pathippagam,Kindle Edition,435,2018,2011,2020/05/11,2020/05/09,"on-kindle, prime-reading, thamizh, corona-time, short-stories-collection","on-kindle (#185), prime-reading (#3), thamizh (#42), corona-time (#15), short-stories-collection (#3)",read,"This is a collection of short stories which has a common theme moral. Each story is about a real person and the stories are really well written.<br/><br/>The whole collection is available online <a href=""https://www.jeyamohan.in/%E0%AE%9A%E0%AE%BF%E0%AE%B1%E0%AF%81%E0%AE%95%E0%AE%A4%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D-2/#.XrjCDxMzYWp"">here</a>.<br/><br/>My top three stories are <br/>1. வணங்கான்<br/>2. சோற்றுக்கணக்கு<br/>3. நூறு நாற்காலிகள்<br/><br/>Here are some references to the persons who live through these stories.<br/>1. <a href=""https://www.thehindu.com/todays-paper/tp-features/tp-sundaymagazine/an-ardent-conservationist/article28523238.ece"">யானை டாக்டர் - Dr. V. Krishnamurthy</a><br/>2. <a href=""https://www.thehindu.com/news/national/tamil-nadu/somervell-a-man-of-versatile-personality/article3462874.ece"">ஓலைச்சிலுவை - T. H. Somervell</a><br/>3. <a href=""https://www.thehindu.com/news/national/tamil-nadu/rich-tributes-paid-to-marshal-nesamony/article7312026.ece"">வணங்கான் - Marshal Nesamony</a><br/>4. <a href=""http://kethelschicken.com/about/"">சோற்றுக்கணக்கு - Muhammed Abdul Khader (Kettle Sahib)</a><br/>5. <a href=""https://www.news18.com/blogs/india/manu-bhagavan/an-interview-with-garry-davis-the-first-world-citizen-11457-747207.html"">உலகம் யாவையும் - Garry Davis</a><br/>6. <a href=""https://www.thehindu.com/news/cities/chennai/of-idyllic-times-and-literary-fame-in-temple-town/article8250516.ece"">அறம் - M.V. Venkatram</a>",,,1,,,0,,,,,
36485174,Oru Siru Isai,வண்ணதாசன் (vannadasan),"(vannadasan), வண்ணதாசன்",,"=""""","=""""",3,4.20,,Kindle Edition,202,2017,2013,2020/08/10,2020/05/17,"on-kindle, corona-time, kindle-store, thamizh, sahitya-akademi, short-stories-collection","on-kindle (#204), corona-time (#36), kindle-store (#72), thamizh (#59), sahitya-akademi (#8), short-stories-collection (#2)",read,,,,1,,,0,,,,,
21474034,அப்பாவின் சிநேகிதர் [Appavin Snehidar],அசோகமித்திரன் [Ashokamitran],"[Ashokamitran], அசோகமித்திரன்",,"=""""","=""9789382648604""",4,3.98,Natrinai Pathipagam,Paperback,208,2013,1991,2020/09/07,2020/09/03,"thamizh, avs-lending-library, sahitya-akademi, novelette, short-stories-collection","thamizh (#66), avs-lending-library (#3), sahitya-akademi (#9), novelette (#2), short-stories-collection (#1)",read,,,,1,,,0,,,,,
11732641,The Alchemist: A Graphic Novel,Paulo Coelho,"Coelho, Paulo",,"=""0007423209""","=""9780007423200""",5,3.89,Sea Lion Books LLC,Hardcover,208,2010,1988,2012/10/21,2012/10/20,short-reads,short-reads (#69),read,,,,1,,,1,,Flipkart,Brand new,,
34322061,Arthathamulla Antharangkam (Tamil),N. Shalini,"Shalini, N.",,"=""""","=""""",3,4.50,Vikatan Publications,Kindle Edition,306,,,2020/08/27,2020/07/05,"on-kindle, kindle-store, thamizh, corona-time","on-kindle (#206), kindle-store (#74), thamizh (#65), corona-time (#42)",read,,,,1,,,0,,,,,
43198042,My India,Jim Corbett,"Corbett, Jim",,"=""""","=""""",0,4.34,Rupa Publications,Kindle Edition,,2018,1952,,2020/08/23,currently-reading,currently-reading (#27),currently-reading,,,,1,,,0,,,,,
8392265,கடல் புறா பாகம் 1 [Kadal Pura],Sandilyan,"Sandilyan, Sandilyan",,"=""""","=""""",4,4.13,,Hardcover,420,,1967,2020/08/23,2020/08/15,"thamizh, avs-lending-library, corona-time","thamizh (#63), avs-lending-library (#1), corona-time (#40)",read,,,,1,,,0,,,,,
33630941,Kurathi Mudukku,ஜி. நாகராஜன் [G. Nagarajan],"Nagarajan], ஜி. நாகராஜன் [G.",,"=""""","=""9788187477730""",5,4.12,Kalachuvadu,Paperback,80,2014,2011,2020/08/14,2020/08/13,"thamizh, corona-time, novelette, short-reads","thamizh (#62), corona-time (#39), novelette (#1), short-reads (#160)",read,"For me this short story questioned my understanding of love, lust and marriage.",,,1,,,0,,,,,
17729920,பாத்துமாவின் ஆடு | Paatthumaavin Aadu,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""""","=""9789380240145""",5,4.17,காலச்சுவடு,Paperback,112,2010,1959,2020/08/12,2020/08/10,"corona-time, short-reads, thamizh, malayalam, novel","corona-time (#38), short-reads (#159), thamizh (#61), malayalam (#8), novel (#8)",read,,,,1,,,0,,,,,
50361304,Paalyakala Saki (Modern Indian Classic Novel),Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",M Yoosuf,"=""""","=""""",5,4.21,"Kalachuvadu Publications Pvt. Ltd.,",Kindle Edition,,2019,1944,2020/05/22,2020/05/22,"thamizh, malayalam, on-kindle, kindle-store, corona-time, short-reads, novel","thamizh (#45), malayalam (#7), on-kindle (#189), kindle-store (#59), corona-time (#20), short-reads (#149), novel (#7)",read,"Few books leave a feeling after they are read. They impact you a lot. This is one such book. There are few stories that I feel so personally attached to.<br/><br/>One such book was [b:வெக்கை / Vekkai|37918773|வெக்கை / Vekkai|Poomani|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515770579l/37918773._SY75_.jpg|32574590]. My dad had met a youngster in jail. As my dad put it, he was younger than my younger brother was at that point in time and he didn't show any regret for the double murder he had committed. He had actually killed two other persons, who had earlier murdered his elder brother. He had asked my father, ""If the killers of your brother roams freely in front of you. Won't you do anything about it?"". The story of [b:வெக்கை / Vekkai|37918773|வெக்கை / Vekkai|Poomani|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515770579l/37918773._SY75_.jpg|32574590] actually. This particular question asked to my dad by that murderer had left me pondering on this question multiple nights.<br/><br/>I used to wonder, if my brother was killed, would I do something like this? Or will my brother do this, if someone else murdered me. I had multiple such questions in me which the book gave me an answer. The book was not written to answer this question to anyone of its readers. But it did it for me.<br/><br/>In the same way Paalyakala Saki answers few other personal questions for me. I have just finished the book and I will have to settle down to write about the questions and answers I discovered from the book.<br/><br/>So bottom line is I have ended up writing a review for [b:வெக்கை / Vekkai|37918773|வெக்கை / Vekkai|Poomani|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515770579l/37918773._SY75_.jpg|32574590] under Paalyakala Saki. Forgive me.",true,,1,,,0,,,,,
53410366,காதுகள் (Kaathugal),M.V. Venkatram,"Venkatram, M.V.",,"=""""","=""""",5,4.15,Kalachuvadu Publications Pvt. Ltd,Kindle Edition,255,2019,1992,2020/05/17,2020/05/13,"thamizh, on-kindle, kindle-store, corona-time, sahitya-akademi, novel","thamizh (#43), on-kindle (#186), kindle-store (#56), corona-time (#14), sahitya-akademi (#6), novel (#6)",read,,,,1,,,0,,,,,
48759360,Gopalla Gramam (Modern Tamil Classic Novel),கி. ராஜநாரயணன்,"ராஜநாரயணன், கி.",,"=""""","=""""",4,4.27,"Kalachuvadu Publications Pvt. Ltd.,",Kindle Edition,295,2019,1976,2020/05/30,2020/05/25,"thamizh, on-kindle, kindle-store, corona-time, novel","thamizh (#60), on-kindle (#205), kindle-store (#73), corona-time (#37), novel (#5)",read,,,,1,,Novel  Review,0,,,,,
49227824,மரண சாசனம் - அறிஞர் அண்ணா: Marana Saasanam - Arignar Anna,Vetri Chelvan,"Chelvan, Vetri",,"=""""","=""""",4,4.87,,Kindle Edition,22,2019,,2020/08/08,2020/08/07,"on-kindle, thamizh","on-kindle (#203), thamizh (#58)",read,No doubt Annadurai was sure a great writer. His word are very provocative. The arguments made in the book are strong and are mostly valid even today.<br/><br/>But thinking that parties which came to power using Dravidian philosophy stayed in power for so long and still the arguments are valid means that they haven't delivered what they promised.,,,1,,,0,,,,,
37661062,சுயமரியாதை இயக்கத்தைத் தோற்றுவித்ததேன்?,Periyār,"Periyār, Periyār",,"=""""","=""""",5,4.60,,Kindle Edition,34,2017,,2020/08/06,2020/08/05,"thamizh, corona-time, on-kindle, kindle-store","thamizh (#56), corona-time (#34), on-kindle (#202), kindle-store (#71)",read,,,,1,,,0,,,,,
15724524,தேசாந்திரி  [Desanthiri],S. Ramakrishnan,"Ramakrishnan, S.",,"=""""","=""9788189780487""",5,4.20,Vikatan Publications,Paperback,272,2015,2006,2020/07/16,2020/04/28,"thamizh, corona-time, travel","thamizh (#55), corona-time (#30), travel (#13)",read,"This book was on my to read list for a long time. I liked the title of the book, and the author once <br/> mentioned in an interview how he travels. Just get on to a bus and get down in the last stop of the bus and then next get on to another bus. Thats something I would like to do. Since the time I listened to this interview this book is on my to read list.<br/><br/>This book doesn't speak about a single trip but the lifetime of the authors travels. If someday I write a book, it will be similar to this book.",,,1,,,0,,,,,
13559491,The Lottery,Shirley Jackson,"Jackson, Shirley",,"=""""","=""""",4,4.08,,ebook,8,2012,1948,2020/07/28,2020/07/27,"corona-time, short-reads","corona-time (#33), short-reads (#158)",read,,,,1,,,0,,,,,
21265321,Bloodchild,Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",5,4.11,Headline,Kindle Edition,31,2014,1984,2020/07/27,2020/07/26,"on-kindle, corona-time, short-reads","on-kindle (#201), corona-time (#32), short-reads (#157)",read,,,,1,,,0,,,,,
43539250,There’s Gunpowder in the Air,Manoranjan Byapari,"Byapari, Manoranjan",Arunava Sinha,"=""""","=""""",5,4.00,Eka,Kindle Edition,178,2018,2013,2020/07/21,2020/07/19,"on-kindle, kindle-store, short-reads, bengali, corona-time","on-kindle (#200), kindle-store (#70), short-reads (#156), bengali (#1), corona-time (#31)",read,,,,1,,,0,,,,,
51797207,பாலை நிலப் பயணம்: Palai Nila Payanam (செல்வேந்திரன் பயண நூல் வரிசை Book 1),செல்வேந்திரன் Selventhiran,"Selventhiran, செல்வேந்திரன்",,"=""""","=""""",4,4.01,,Kindle Edition,108,2020,,2020/07/09,2020/07/07,"on-kindle, kindle-store, thamizh, corona-time, short-reads, travel","on-kindle (#199), kindle-store (#69), thamizh (#54), corona-time (#29), short-reads (#155), travel (#12)",read,,,,1,,,0,,,,,
50889203,கம்ப்யூட்டர் கிராமம் / Computer Gramam,Sujatha,"Sujatha, Sujatha",,"=""""","=""""",4,4.02,Kizhakku Pathippagam,Kindle Edition,168,2010,,2020/07/04,2020/07/02,"thamizh, corona-time, on-kindle, kindle-store, short-reads","thamizh (#53), corona-time (#28), on-kindle (#198), kindle-store (#68), short-reads (#154)",read,,,,1,,,0,,,,,
37693578,பெண் ஏன் அடிமையானாள்?,Periyār,"Periyār, Periyār",,"=""""","=""""",5,4.35,,Kindle Edition,111,2017,1942,2019/04/06,2019/04/01,"thamizh, on-kindle, kindle-store","thamizh (#28), on-kindle (#152), kindle-store (#25)",read,,,,1,,,0,,,,,
40765761,அறிஞர் அண்ணாவின் ஆரிய மாயை,C.N. Annadurai,"Annadurai, C.N.",,"=""""","=""""",5,4.24,Azhisi eBooks,Kindle Edition,99,2018,1950,2020/06/27,2020/06/19,"thamizh, corona-time, kindle-store, on-kindle","thamizh (#52), corona-time (#27), kindle-store (#67), on-kindle (#197)",read,Read the book to understand the fundamentals of Dravidian thoughts which made the author to come to power.,,,1,,,0,,,,,
10307135,HBR's 10 Must Reads on Managing Yourself,Harvard Business School Press,"Press, Harvard Business School",,"=""""","=""""",0,3.93,,Kindle Edition,208,,2010,,2020/06/23,currently-reading,currently-reading (#25),currently-reading,,,,1,,,0,,,,,
32205228,The Liberation of Sita,Volga,"Volga, Volga","T. Vijay Kumar, C. Vijayasree","=""""","=""""",5,4.20,HarperPerennial,Kindle Edition,132,2016,,2020/05/18,2020/05/17,"on-kindle, kindle-store, corona-time, telugu","on-kindle (#187), kindle-store (#57), corona-time (#18), telugu (#1)",read,,,,1,,Arvind Radhakrishnan,0,,,,,
28872275,குற்றப் பரம்பரை [Kutrap Parambarai],வேல ராமமூர்த்தி,"ராமமூர்த்தி, வேல",,"=""""","=""""",2,4.10,Discovery book palace,Paperback,448,2015,2007,2020/01/15,2020/01/13,thamizh,thamizh (#34),read,"I had a huge expectations about this book since reputed Tamil directors Bala and Bharathiraja were fighting over this story. And since I had read Kaval kottam on similar lines, this book is a huge let down.",,,1,,Novel  Review,0,,,,,
43534714,"Thiruvarangan Ula part (1,2) &(3,4)",ஸ்ரீவேணுகோபாலன் [Sri Venugopalan],"Venugopalan], ஸ்ரீவேணுகோபாலன் [Sri",,"=""""","=""""",3,4.33,Narmadha Pathipagam,Hardcover,1320,2012,2002,2019/09/26,2019/06/25,"thamizh, novel","thamizh (#29), novel (#4)",read,,,,1,,,0,,,,,
37918773,வெக்கை / Vekkai,Poomani,"Poomani, Poomani",,"=""""","=""""",5,4.16,Kalachuvadu Publications,Kindle Edition,175,2016,1982,2019/10/17,2019/10/16,"thamizh, on-kindle, kindle-store, novel","thamizh (#30), on-kindle (#160), kindle-store (#32), novel (#3)",read,I might be biased because I am from a small village like the one the story is set in.<br/><br/>I walked along with the characters in the fields of my village and it brought up childhood memories. The love for family and brotherhood stood up more than anything in this short story.,,,1,,,0,,,,,
34563863,Mathorubagan,Perumal Murugan,"Murugan, Perumal",பெருமாள் முருகன்,"=""""","=""""",5,3.76,Kalachuvadu Publications,Kindle Edition,286,2017,2010,,2018/10/28,"on-kindle, kindle-store, thamizh, short-reads, novel","on-kindle (#140), kindle-store (#16), thamizh (#20), short-reads (#135), novel (#2)",read,"One of the very good books I have read so far. For friends who can't read Tamil, this book is available in English too as One part Woman.",,,1,,,0,,,,,
13630625,சோலைமலை இளவரசி [Solaimalai Ilavarasi],Kalki,"Kalki, Kalki",,"=""""","=""""",5,3.79,,,62,2015,,2018/03/13,2018/03/12,"thamizh, on-kindle, short-reads, kindle-store","thamizh (#11), on-kindle (#117), short-reads (#122), kindle-store (#8)",read,,,,1,,,0,,,,,
9789607,தியாக பூமி [Thyaga Bhoomi],Kalki,"Kalki, Kalki",,"=""""","=""""",4,3.82,,,,2015,1939,2014/12/01,2014/11/24,thamizh,thamizh (#8),read,,,,1,,,1,2014/07/16,Flipkart,Brand new,,
29369422,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.21,Vintage Digital,Kindle Edition,513,2016,2015,2020/06/13,2020/04/19,"on-kindle, kindle-store, corona-time, dream-library","on-kindle (#195), kindle-store (#65), corona-time (#25), dream-library (#47)",read,,,,1,,,0,,,,,
50273236,Thanneer (Tamil Classic Novel),அசோகமித்திரன் [Ashokamitran],"[Ashokamitran], அசோகமித்திரன்",,"=""""","=""""",4,4.09,"Kalachuvadu Publications Pvt. Ltd.,",Kindle Edition,136,2019,1973,2020/06/05,2020/05/31,"on-kindle, kindle-store, thamizh, corona-time, novel","on-kindle (#194), kindle-store (#64), thamizh (#50), corona-time (#24), novel (#1)",read,,,,1,,,0,,,,,
52308675,Why I am an Atheist,Bhagat Singh,"Singh, Bhagat",,"=""""","=""""",4,4.44,Srishti Publishers & Distributors,Kindle Edition,25,2019,1931,2020/06/02,2020/06/02,"on-kindle, kindle-store, essay, corona-time, short-reads","on-kindle (#193), kindle-store (#63), essay (#1), corona-time (#23), short-reads (#152)",read,,,,1,,,0,,,,,
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,"Krug, Steve",,"=""0321344758""","=""9780321344755""",4,4.24,New Riders Publishing,Paperback,201,2005,2000,2011/06/28,2011/06/21,"technical, e-book, design","technical (#2), e-book (#2), design (#5)",read,Really enjoyed reading the book. The best thing I liked about the book is its brevity. I also loved the illustrations used. I very much loved the title after I knew the meaning of it. Will be reading the Authors next book shortly.,,,1,,,0,,,,,
12910715,Designing for Emotion,Aarron Walter,"Walter, Aarron",,"=""""","=""9781937557003""",3,3.96,A Book Apart,Paperback,104,2011,2011,2012/09/21,2012/09/19,"technical, e-book, a-book-apart, short-reads, design","technical (#17), e-book (#13), a-book-apart (#2), short-reads (#62), design (#4)",read,,,,1,,,0,,,,,
6658783,Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems,Steve Krug,"Krug, Steve",,"=""0321657292""","=""9780321657299""",3,4.12,New Riders Publishing,Paperback,161,2009,2009,2013/03/09,2013/02/26,"technical, e-book, design","technical (#19), e-book (#8), design (#3)",read,,,,1,,,0,,,,,
36336614,The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books. Big Profits),John C. Bogle,"Bogle, John C.",,"=""""","=""""",4,4.16,Wiley,Kindle Edition,304,2017,2007,2018/01/17,2018/01/16,"on-kindle, investopedia, dream-library","on-kindle (#106), investopedia (#5), dream-library (#28)",read,,,,1,,,0,,,,,
3296910,Web Form Design: Filling in the Blanks,Luke Wroblewski,"Wroblewski, Luke","Bob Baxley, Aaron Gustafson, Jared Spool, Caroline Jarrett, Peter Wallack, James Reffell, Jack Moffett, Micah Alpern","=""1933820241""","=""9781933820248""",4,4.04,Rosenfeld Media,Paperback,226,2008,2008,2019/05/30,2019/05/28,"short-reads, design","short-reads (#140), design (#2)",read,,,,1,,,0,,,,,
23846768,The Non-Designer's Design Book (Non Designer's Design Book),Robin P. Williams,"Williams, Robin P.",,"=""""","=""""",4,4.08,Peachpit Press,Kindle Edition,240,2014,2011,2020/05/29,2020/05/25,"technical, on-kindle, kindle-store, design","technical (#65), on-kindle (#192), kindle-store (#62), design (#1)",read,"It would have been wonderful, if the examples were not from the print world and a bit more crisp.",,,1,,,0,,,,,
39276841,Ennangal Aayiram,Kannadasan,"Kannadasan, Kannadasan",,"=""""","=""""",1,4.27,Kannadasan Padhipagam,Kindle Edition,89,,2011,2020/05/25,2020/05/24,"thamizh, on-kindle, kindle-store, corona-time, short-reads","thamizh (#49), on-kindle (#191), kindle-store (#61), corona-time (#22), short-reads (#151)",read,,,,1,,,0,,,,,
40859598,குகைகளின் வழியே / Kugaigalin Vazhiye,Jeyamohan,"Jeyamohan, Jeyamohan",,"=""""","=""""",4,4.09,Kizhakku Pathippagam,Kindle Edition,234,2017,,2019/11/18,2019/11/12,"on-kindle, kindle-store, thamizh, travel","on-kindle (#163), kindle-store (#35), thamizh (#32), travel (#11)",read,,,,1,,,0,,,,,
36409658,உயிர்மொழி! [Uyir Mozhi],N. Shalini,"Shalini, N.",,"=""""","=""""",5,4.47,Vikatan.com Private Limited,Kindle Edition,170,,,2020/05/24,2020/05/22,"thamizh, on-kindle, kindle-store, short-reads, corona-time","thamizh (#48), on-kindle (#190), kindle-store (#60), short-reads (#150), corona-time (#21)",read,"A lot of my friends face this problem after marriage, is it mom or wife who takes first preference? A lot of them take irrational decisions because they are sentimentally attached to the mother. This book gives a different view. I am thinking of gifting it anyone who is getting married. ",,,1,,,0,,,,,
40508831,அய்யா வைகுண்டர் [Ayya Vaigundar],V. Neelakandan,"Neelakandan, V.",,"=""""","=""""",5,5.00,Suryan,Paperback,112,2014,,2018/06/12,2018/06/10,"short-reads, thamizh","short-reads (#131), thamizh (#47)",read,,,,1,,,0,,,,,
36573958,இரண்டாவது பெண் / Irandavadhu Pen,Jeyamohan,"Jeyamohan, Jeyamohan",,"=""""","=""""",5,3.81,Kizhakku Pathippagam,Kindle Edition,26,2017,,2020/05/02,2020/05/02,"on-kindle, kindle-store, corona-time, thamizh","on-kindle (#180), kindle-store (#51), corona-time (#9), thamizh (#46)",read,,,,1,,,0,,,,,
10176119,Harrison Bergeron,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.20,The Magazine of Fantasy and Science Fiction,ebook,9,,1961,2020/04/29,2020/04/29,"short-reads, corona-time","short-reads (#148), corona-time (#17)",read,,,,1,,,0,,,,,
36451644,சோற்றுக்கணக்கு / Sotrukanakku,Jeyamohan,"Jeyamohan, Jeyamohan",,"=""""","=""""",5,4.70,Kizhakku Pathippagam,Kindle Edition,35,2017,,2020/05/01,2020/05/01,"thamizh, on-kindle, kindle-store, corona-time","thamizh (#38), on-kindle (#179), kindle-store (#50), corona-time (#16)",read,,,,1,,,0,,,,,
16149296,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""""","=""""",0,4.24,Harper Perennial,Kindle Edition,303,2012,1976,,2020/05/12,currently-reading,currently-reading (#24),currently-reading,,,,1,,,0,,,,,
36801365,செண்பகயட்சி / Shenbaga Yatchi,Jeyamohan,"Jeyamohan, Jeyamohan",,"=""""","=""""",3,3.92,Kizhakku Pathippagam,Kindle Edition,20,2017,,2020/05/06,2020/05/05,"on-kindle, kindle-store, corona-time, thamizh","on-kindle (#184), kindle-store (#55), corona-time (#13), thamizh (#41)",read,,,,1,,,0,,,,,
36329823,யட்சி / Yatchi,Jeyamohan,"Jeyamohan, Jeyamohan",,"=""""","=""""",3,4.00,Kizhakku Pathippagam,Kindle Edition,18,2017,,2020/05/05,2020/05/04,"on-kindle, kindle-store, corona-time, thamizh","on-kindle (#183), kindle-store (#54), corona-time (#12), thamizh (#40)",read,The story is available online at<br/>https://www.jeyamohan.in/31136/#.XrDwuhMzYWp,,,1,,,0,,,,,
36563152,நூறு நாற்காலிகள் / Nooru Narkaligal,Jeyamohan,"Jeyamohan, Jeyamohan",,"=""""","=""""",4,4.40,Kizhakku Pathippagam,Kindle Edition,89,2017,2013,2020/05/05,2020/05/03,"on-kindle, kindle-store, corona-time, thamizh","on-kindle (#182), kindle-store (#53), corona-time (#11), thamizh (#39)",read,,,,1,,,0,,,,,
28793653,Narayana Guru (Amar Chitra Katha),Gayatri Madan Dutt,"Dutt, Gayatri Madan",,"=""8184824823""","=""""",5,5.00,Amar Chitra Katha Private Limited,Paperback,32,2012,,2020/05/02,2020/05/02,"on-kindle, kindle-store, corona-time","on-kindle (#181), kindle-store (#52), corona-time (#10)",read,,,,1,,,0,,,,,
